time(UTC),T2m ,RH ,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20101020:1300,25.56,85.95,382.0,300.2,223.0,397.85,0.14,9.0,101135.0
20101020:1400,26.66,82.65,493.0,230.83,332.0,403.25,1.38,134.0,101155.0
20101020:1500,27.13,81.65,667.0,361.22,373.0,408.05,2.34,145.0,101165.0
20101020:1600,27.65,80.55,888.0,896.65,107.0,406.65,2.14,152.0,101046.0
20101020:1700,28.3,76.9,880.0,894.89,106.0,413.85,2.14,154.0,100956.0
20101020:1800,28.5,74.1,799.0,874.38,103.0,416.25,2.55,151.0,100886.0
20101020:1900,28.15,74.85,651.0,831.13,95.0,413.85,2.69,154.0,100817.0
20101020:2000,27.76,75.95,452.0,751.28,82.0,413.45,2.97,154.0,100787.0
20101020:2100,26.96,75.9,224.0,588.67,60.0,409.85,2.62,155.0,100807.0
20101020:2200,26.26,80.25,0.0,0.0,0.0,413.05,1.66,162.0,100807.0
20101020:2300,25.55,84.85,0.0,-0.0,0.0,408.25,1.17,170.0,100856.0
20101021:0000,24.94,90.8,0.0,-0.0,0.0,409.05,0.83,177.0,100906.0
20101021:0100,24.71,90.35,0.0,-0.0,0.0,400.25,0.55,166.0,100956.0
20101021:0200,24.7,89.85,0.0,-0.0,0.0,397.85,0.21,133.0,101006.0
20101021:0300,24.45,91.0,0.0,-0.0,0.0,404.65,0.28,31.0,101026.0
20101021:0400,24.13,92.3,0.0,-0.0,0.0,406.25,0.48,5.0,101036.0
20101021:0500,23.34,95.0,0.0,-0.0,0.0,400.45,0.83,323.0,101006.0
20101021:0600,22.72,96.55,0.0,-0.0,0.0,397.05,1.03,309.0,100946.0
20101021:0700,22.68,95.25,0.0,-0.0,0.0,390.6,1.1,315.0,100886.0
20101021:0800,22.63,95.4,0.0,-0.0,0.0,398.85,1.03,318.0,100856.0
20101021:0900,22.02,95.95,0.0,-0.0,0.0,380.4,1.24,318.0,100876.0
20101021:1000,21.59,95.95,0.0,-0.0,0.0,376.6,1.38,317.0,100906.0
20101021:1100,21.57,95.95,46.0,253.72,24.0,381.4,1.38,323.0,100946.0
20101021:1200,24.22,90.85,268.0,628.15,67.0,370.8,0.97,346.0,101016.0
20101021:1300,26.28,81.7,498.0,781.11,86.0,373.8,0.76,56.0,101066.0
20101021:1400,27.6,74.45,693.0,857.57,97.0,381.2,1.31,118.0,101096.0
20101021:1500,28.66,68.45,547.0,170.13,409.0,389.25,2.0,137.0,101066.0
20101021:1600,29.14,65.55,706.0,336.38,414.0,395.4,2.21,146.0,101016.0
20101021:1700,29.52,63.3,892.0,910.88,107.0,396.65,2.48,152.0,100896.0
20101021:1800,29.39,63.55,810.0,891.75,103.0,402.05,2.76,160.0,100817.0
20101021:1900,29.84,60.2,661.0,848.58,96.0,399.05,2.62,164.0,100767.0
20101021:2000,29.29,62.3,458.0,766.18,83.0,400.65,2.69,165.0,100687.0
20101021:2100,28.48,66.65,228.0,609.33,60.0,398.45,2.34,164.0,100717.0
20101021:2200,27.17,73.4,0.0,0.0,0.0,387.4,1.86,164.0,100737.0
20101021:2300,26.04,78.65,0.0,-0.0,0.0,382.2,1.72,170.0,100767.0
20101022:0000,25.02,85.1,0.0,-0.0,0.0,380.0,1.31,178.0,100827.0
20101022:0100,24.57,85.9,0.0,-0.0,0.0,373.85,0.97,177.0,100926.0
20101022:0200,23.93,87.2,0.0,-0.0,0.0,371.0,1.1,176.0,101006.0
20101022:0300,23.72,87.15,0.0,-0.0,0.0,372.0,1.1,178.0,101046.0
20101022:0400,24.15,85.2,0.0,-0.0,0.0,374.4,0.9,189.0,101036.0
20101022:0500,23.28,89.1,0.0,-0.0,0.0,380.2,0.9,206.0,100986.0
20101022:0600,23.47,88.6,0.0,-0.0,0.0,390.0,0.69,244.0,100946.0
20101022:0700,24.42,83.6,0.0,-0.0,0.0,374.6,0.28,291.0,100886.0
20101022:0800,22.86,90.0,0.0,-0.0,0.0,382.0,0.83,316.0,100866.0
20101022:0900,21.74,94.15,0.0,-0.0,0.0,377.2,0.9,331.0,100886.0
20101022:1000,21.11,95.65,0.0,-0.0,0.0,373.6,1.1,333.0,100876.0
20101022:1100,20.84,96.05,45.0,246.71,24.0,372.8,1.03,326.0,100956.0
20101022:1200,23.63,89.1,68.0,0.0,68.0,367.2,0.55,333.0,101066.0
20101022:1300,26.32,78.9,497.0,782.51,86.0,380.6,0.9,97.0,101145.0
20101022:1400,27.5,73.05,692.0,859.25,97.0,392.25,2.21,111.0,101185.0
20101022:1500,27.84,71.4,829.0,896.86,104.0,396.25,2.83,117.0,101185.0
20101022:1600,28.41,69.45,897.0,913.22,107.0,402.45,3.03,127.0,101106.0
20101022:1700,28.75,70.05,889.0,910.69,107.0,406.85,3.03,135.0,101016.0
20101022:1800,28.51,71.3,805.0,888.99,103.0,411.05,2.83,144.0,100956.0
20101022:1900,29.1,65.8,655.0,845.04,95.0,418.65,1.93,141.0,100906.0
20101022:2000,28.8,67.95,453.0,762.71,82.0,421.05,1.66,144.0,100866.0
20101022:2100,28.37,71.3,223.0,597.32,60.0,410.65,1.66,133.0,100906.0
20101022:2200,27.28,77.85,0.0,0.0,0.0,397.05,1.52,124.0,100896.0
20101022:2300,26.1,84.8,0.0,-0.0,0.0,391.25,1.17,114.0,100916.0
20101023:0000,26.13,82.9,0.0,-0.0,0.0,385.0,0.34,67.0,101016.0
20101023:0100,24.46,90.25,0.0,-0.0,0.0,384.65,1.03,348.0,101086.0
20101023:0200,23.36,94.2,0.0,-0.0,0.0,388.2,1.24,338.0,101145.0
20101023:0300,22.72,95.8,0.0,-0.0,0.0,384.8,1.38,339.0,101155.0
20101023:0400,22.66,95.4,0.0,-0.0,0.0,387.0,1.59,338.0,101145.0
20101023:0500,22.73,94.05,0.0,-0.0,0.0,386.6,1.79,338.0,101116.0
20101023:0600,22.95,91.8,0.0,-0.0,0.0,391.85,2.0,338.0,101056.0
20101023:0700,22.92,91.5,0.0,-0.0,0.0,375.0,2.0,339.0,100986.0
20101023:0800,22.59,91.3,0.0,-0.0,0.0,370.2,2.14,336.0,100946.0
20101023:0900,22.41,90.8,0.0,-0.0,0.0,369.6,2.28,334.0,100986.0
20101023:1000,22.29,90.25,0.0,-0.0,0.0,371.8,2.34,334.0,100996.0
20101023:1100,22.36,89.45,44.0,251.53,23.0,373.8,2.48,336.0,101046.0
20101023:1200,24.17,84.9,261.0,616.84,66.0,380.4,2.41,344.0,101106.0
20101023:1300,26.53,78.75,488.0,770.61,85.0,387.2,2.76,1.0,101195.0
20101023:1400,27.56,75.15,679.0,845.04,96.0,401.85,3.03,38.0,101235.0
20101023:1500,28.11,75.65,438.0,72.0,380.0,412.25,2.83,47.0,101235.0
20101023:1600,29.06,73.45,468.0,68.44,409.0,410.85,2.69,54.0,101175.0
20101023:1700,29.5,70.75,380.0,32.73,352.0,418.25,2.83,60.0,101096.0
20101023:1800,29.65,67.85,392.0,53.4,350.0,422.45,2.9,63.0,101006.0
20101023:1900,29.65,64.9,421.0,166.77,311.0,416.05,2.07,72.0,100936.0
20101023:2000,29.54,65.7,190.0,18.62,181.0,414.65,2.14,70.0,100926.0
20101023:2100,28.78,71.45,125.0,66.64,107.0,420.45,1.66,65.0,100966.0
20101023:2200,27.87,77.55,0.0,0.0,0.0,411.05,1.52,38.0,100986.0
20101023:2300,26.86,80.85,0.0,-0.0,0.0,411.85,2.21,23.0,101006.0
20101024:0000,26.08,83.25,0.0,-0.0,0.0,397.25,2.69,21.0,101096.0
20101024:0100,25.42,85.6,0.0,-0.0,0.0,391.25,2.83,16.0,101175.0
20101024:0200,24.84,88.3,0.0,-0.0,0.0,388.4,2.69,5.0,101235.0
20101024:0300,24.44,89.9,0.0,-0.0,0.0,390.8,2.69,356.0,101235.0
20101024:0400,24.1,90.5,0.0,-0.0,0.0,389.0,2.83,351.0,101215.0
20101024:0500,24.0,89.8,0.0,-0.0,0.0,397.05,2.83,349.0,101165.0
20101024:0600,23.57,90.7,0.0,-0.0,0.0,381.0,2.83,348.0,101116.0
20101024:0700,23.67,85.1,0.0,-0.0,0.0,383.2,2.83,347.0,101016.0
20101024:0800,23.41,85.1,0.0,-0.0,0.0,380.6,2.9,346.0,100976.0
20101024:0900,23.1,85.4,0.0,-0.0,0.0,376.0,3.03,348.0,100996.0
20101024:1000,23.09,86.1,0.0,-0.0,0.0,389.6,3.03,352.0,101006.0
20101024:1100,22.82,89.0,43.0,244.44,23.0,380.8,2.97,348.0,101056.0
20101024:1200,23.95,86.15,263.0,627.11,66.0,394.65,2.76,344.0,101106.0
20101024:1300,25.25,82.55,492.0,781.7,85.0,393.0,3.17,354.0,101106.0
20101024:1400,26.26,80.3,423.0,133.85,331.0,410.25,3.38,14.0,101175.0
20101024:1500,27.33,78.75,822.0,895.69,103.0,406.25,2.97,22.0,101165.0
20101024:1600,28.52,73.55,691.0,323.61,413.0,415.05,2.83,33.0,101076.0
20101024:1700,28.92,70.45,678.0,314.38,410.0,420.85,2.76,49.0,100976.0
20101024:1800,29.01,68.5,497.0,140.42,387.0,418.05,2.9,59.0,100896.0
20101024:1900,29.02,66.4,431.0,185.83,309.0,411.45,4.0,54.0,100817.0
20101024:2000,28.6,67.85,446.0,757.5,82.0,408.65,3.52,50.0,100807.0
20101024:2100,27.61,73.35,218.0,594.61,59.0,412.85,2.76,48.0,100827.0
20101024:2200,26.77,76.7,0.0,0.0,0.0,414.65,2.28,27.0,100837.0
20101024:2300,25.36,82.8,0.0,-0.0,0.0,402.85,2.34,18.0,100886.0
20101025:0000,24.79,85.65,0.0,-0.0,0.0,406.05,2.34,8.0,100946.0
20101025:0100,24.25,88.3,0.0,-0.0,0.0,407.65,2.48,357.0,101026.0
20101025:0200,23.82,89.0,0.0,-0.0,0.0,403.05,2.62,350.0,101076.0
20101025:0300,23.47,89.45,0.0,-0.0,0.0,397.45,2.41,349.0,101066.0
20101025:0400,23.29,89.9,0.0,-0.0,0.0,397.85,2.41,348.0,101046.0
20101025:0500,23.14,90.25,0.0,-0.0,0.0,396.65,2.48,346.0,100986.0
20101025:0600,23.0,90.35,0.0,-0.0,0.0,399.45,2.55,340.0,100946.0
20101025:0700,23.48,85.85,0.0,-0.0,0.0,402.65,2.55,353.0,100906.0
20101025:0800,23.21,86.55,0.0,-0.0,0.0,394.65,2.76,351.0,100916.0
20101025:0900,22.86,87.55,0.0,-0.0,0.0,385.8,2.69,348.0,100956.0
20101025:1000,22.73,87.75,0.0,-0.0,0.0,389.6,2.69,346.0,100946.0
20101025:1100,22.53,88.8,42.0,237.16,23.0,379.6,2.69,344.0,101036.0
20101025:1200,23.76,85.85,261.0,624.78,66.0,388.0,2.41,344.0,101066.0
20101025:1300,25.29,80.45,326.0,181.36,232.0,384.0,2.76,1.0,101086.0
20101025:1400,26.43,75.65,685.0,858.79,97.0,399.25,2.83,33.0,101106.0
20101025:1500,27.43,70.8,822.0,897.63,104.0,398.25,2.62,48.0,101096.0
20101025:1600,28.32,65.6,890.0,914.67,107.0,406.05,2.62,57.0,101026.0
20101025:1700,28.72,62.45,882.0,913.64,106.0,410.25,2.48,56.0,100946.0
20101025:1800,28.74,61.7,600.0,296.05,369.0,408.45,2.41,56.0,100886.0
20101025:1900,28.59,63.25,412.0,159.15,308.0,416.85,2.48,62.0,100807.0
20101025:2000,28.28,64.5,49.0,0.0,49.0,407.45,2.14,55.0,100787.0
20101025:2100,27.98,66.25,50.0,0.0,50.0,416.65,1.86,44.0,100817.0
20101025:2200,26.87,73.0,0.0,0.0,0.0,404.45,1.59,16.0,100817.0
20101025:2300,25.65,78.85,0.0,-0.0,0.0,394.85,1.93,359.0,100847.0
20101026:0000,25.0,82.2,0.0,-0.0,0.0,395.65,2.21,359.0,100906.0
20101026:0100,24.56,84.45,0.0,-0.0,0.0,394.65,2.28,3.0,100966.0
20101026:0200,24.16,86.1,0.0,-0.0,0.0,390.6,2.21,1.0,101006.0
20101026:0300,23.63,88.15,0.0,-0.0,0.0,377.6,2.21,351.0,101026.0
20101026:0400,23.35,88.75,0.0,-0.0,0.0,382.4,2.14,341.0,101006.0
20101026:0500,23.08,89.0,0.0,-0.0,0.0,379.8,2.28,332.0,101016.0
20101026:0600,22.95,88.0,0.0,-0.0,0.0,382.8,2.34,329.0,100956.0
20101026:0700,23.24,85.8,0.0,-0.0,0.0,387.0,2.48,331.0,100936.0
20101026:0800,22.9,86.2,0.0,-0.0,0.0,378.0,2.55,332.0,100896.0
20101026:0900,22.65,86.45,0.0,-0.0,0.0,375.0,2.48,333.0,100926.0
20101026:1000,22.46,86.6,0.0,-0.0,0.0,376.6,2.41,332.0,100936.0
20101026:1100,22.29,87.3,41.0,242.44,22.0,372.2,2.34,331.0,100996.0
20101026:1200,23.74,84.35,260.0,625.72,66.0,374.0,2.07,336.0,101056.0
20101026:1300,25.83,77.35,489.0,783.04,85.0,375.2,2.21,0.0,101125.0
20101026:1400,27.15,70.7,683.0,859.2,97.0,383.8,2.48,50.0,101145.0
20101026:1500,28.16,65.45,820.0,899.62,103.0,391.8,2.48,64.0,101155.0
20101026:1600,28.84,61.9,886.0,913.23,107.0,395.85,2.28,71.0,101106.0
20101026:1700,29.3,59.6,877.0,911.08,106.0,400.45,2.14,76.0,101026.0
20101026:1800,29.67,58.1,794.0,890.41,102.0,400.25,2.0,80.0,100936.0
20101026:1900,30.17,55.0,509.0,359.74,275.0,405.25,2.28,61.0,100896.0
20101026:2000,29.79,56.35,69.0,0.0,69.0,404.05,2.55,60.0,100847.0
20101026:2100,28.93,61.3,99.0,3.81,98.0,398.85,2.48,56.0,100876.0
20101026:2200,27.52,66.7,0.0,0.0,0.0,389.0,2.41,40.0,100886.0
20101026:2300,26.35,71.7,0.0,-0.0,0.0,394.45,2.69,25.0,100946.0
20101027:0000,25.55,76.25,0.0,-0.0,0.0,392.45,2.9,15.0,100976.0
20101027:0100,24.81,81.05,0.0,-0.0,0.0,384.65,2.97,6.0,101056.0
20101027:0200,24.25,84.7,0.0,-0.0,0.0,386.4,2.83,4.0,101116.0
20101027:0300,23.85,87.25,0.0,-0.0,0.0,392.85,2.62,0.0,101145.0
20101027:0400,23.52,88.2,0.0,-0.0,0.0,389.6,2.48,351.0,101116.0
20101027:0500,23.25,89.05,0.0,-0.0,0.0,390.4,2.48,343.0,101106.0
20101027:0600,23.12,89.2,0.0,-0.0,0.0,396.45,2.62,338.0,101056.0
20101027:0700,23.46,86.85,0.0,-0.0,0.0,394.65,2.76,345.0,101026.0
20101027:0800,23.11,88.05,0.0,-0.0,0.0,381.8,2.9,346.0,101006.0
20101027:0900,23.04,88.0,0.0,-0.0,0.0,390.8,3.1,349.0,101016.0
20101027:1000,22.89,88.8,0.0,-0.0,0.0,389.4,3.17,351.0,100976.0
20101027:1100,22.83,89.7,39.0,221.96,22.0,388.8,3.17,349.0,101056.0
20101027:1200,23.77,87.25,253.0,610.52,65.0,396.25,3.24,349.0,101096.0
20101027:1300,25.15,81.3,479.0,769.19,84.0,399.85,4.48,8.0,101165.0
20101027:1400,26.17,78.0,525.0,323.84,305.0,399.65,4.21,14.0,101185.0
20101027:1500,27.23,74.2,803.0,882.76,102.0,403.85,4.21,17.0,101195.0
20101027:1600,27.85,72.4,129.0,0.0,129.0,413.05,4.14,18.0,101155.0
20101027:1700,28.42,72.45,109.0,0.0,109.0,419.05,3.86,12.0,101066.0
20101027:1800,28.55,72.4,536.0,198.94,382.0,416.45,3.79,12.0,100976.0
20101027:1900,27.97,69.85,93.0,0.0,93.0,415.45,4.07,17.0,100936.0
20101027:2000,27.17,70.85,358.0,394.04,172.0,411.85,4.0,14.0,100896.0
20101027:2100,26.83,72.4,190.0,446.8,74.0,406.85,3.86,16.0,100926.0
20101027:2200,25.89,77.05,0.0,0.0,0.0,401.05,3.24,11.0,100916.0
20101027:2300,24.85,82.35,0.0,-0.0,0.0,398.85,3.52,7.0,100956.0
20101028:0000,24.03,85.25,0.0,-0.0,0.0,397.25,3.52,354.0,101006.0
20101028:0100,23.6,86.7,0.0,-0.0,0.0,389.45,3.66,347.0,101026.0
20101028:0200,23.48,87.0,0.0,-0.0,0.0,393.85,3.72,354.0,101046.0
20101028:0300,23.36,87.7,0.0,-0.0,0.0,399.85,3.72,3.0,101046.0
20101028:0400,23.21,88.95,0.0,-0.0,0.0,412.45,3.66,6.0,101026.0
20101028:0500,22.73,90.8,0.0,-0.0,0.0,400.45,3.59,2.0,100996.0
20101028:0600,22.46,91.2,0.0,-0.0,0.0,408.25,3.59,353.0,100946.0
20101028:0700,22.76,90.3,0.0,-0.0,0.0,409.05,3.52,354.0,100866.0
20101028:0800,22.69,90.25,0.0,-0.0,0.0,408.25,3.24,352.0,100856.0
20101028:0900,22.49,90.4,0.0,-0.0,0.0,396.65,3.1,350.0,100886.0
20101028:1000,22.57,89.15,0.0,-0.0,0.0,408.65,3.03,354.0,100866.0
20101028:1100,22.21,90.35,38.0,227.35,21.0,399.85,3.1,358.0,100916.0
20101028:1200,22.83,88.5,114.0,19.62,108.0,396.45,3.24,352.0,100966.0
20101028:1300,23.77,85.5,271.0,91.96,224.0,400.05,4.07,357.0,101016.0
20101028:1400,25.02,80.75,143.0,0.0,143.0,410.85,3.93,360.0,101036.0
20101028:1500,26.15,75.65,190.0,5.06,186.0,404.25,3.66,359.0,101036.0
20101028:1600,27.5,67.95,312.0,17.71,297.0,405.05,3.38,12.0,100956.0
20101028:1700,28.38,63.8,509.0,108.33,418.0,402.45,3.24,22.0,100866.0
20101028:1800,28.75,62.1,407.0,67.44,355.0,400.85,3.17,29.0,100757.0
20101028:1900,28.07,66.2,421.0,184.61,302.0,412.25,2.69,28.0,100697.0
20101028:2000,27.5,69.4,276.0,153.42,204.0,405.85,2.34,33.0,100677.0
20101028:2100,25.01,83.3,206.0,579.42,57.0,398.65,2.07,38.0,100737.0
20101028:2200,24.54,83.75,0.0,0.0,0.0,393.25,2.41,358.0,100747.0
20101028:2300,24.07,84.05,0.0,-0.0,0.0,392.0,2.97,358.0,100737.0
20101029:0000,23.75,84.95,0.0,-0.0,0.0,388.45,2.9,355.0,100787.0
20101029:0100,23.43,85.9,0.0,-0.0,0.0,381.45,2.76,349.0,100847.0
20101029:0200,23.16,86.45,0.0,-0.0,0.0,382.8,2.76,345.0,100876.0
20101029:0300,22.85,86.95,0.0,-0.0,0.0,377.4,2.62,344.0,100876.0
20101029:0400,22.62,87.15,0.0,-0.0,0.0,378.0,2.48,341.0,100866.0
20101029:0500,22.34,87.2,0.0,-0.0,0.0,372.8,2.41,336.0,100847.0
20101029:0600,22.09,87.05,0.0,-0.0,0.0,373.0,2.48,332.0,100797.0
20101029:0700,22.19,84.4,0.0,-0.0,0.0,373.6,2.62,330.0,100727.0
20101029:0800,21.92,84.15,0.0,-0.0,0.0,368.0,2.48,332.0,100677.0
20101029:0900,21.68,83.75,0.0,-0.0,0.0,367.0,2.28,333.0,100727.0
20101029:1000,21.38,83.7,0.0,-0.0,0.0,364.0,2.21,334.0,100747.0
20101029:1100,21.3,83.75,37.0,219.41,21.0,366.0,2.28,334.0,100837.0
20101029:1200,22.48,83.35,252.0,615.92,65.0,370.6,1.86,340.0,100896.0
20101029:1300,24.84,77.3,478.0,774.69,84.0,377.8,1.93,350.0,100966.0
20101029:1400,26.56,72.35,668.0,848.8,96.0,387.0,1.86,8.0,101006.0
20101029:1500,27.77,67.35,801.0,886.77,102.0,393.05,1.52,48.0,101026.0
20101029:1600,28.72,64.85,867.0,902.97,105.0,399.05,1.93,90.0,100946.0
20101029:1700,28.98,65.65,857.0,898.47,105.0,408.45,2.0,107.0,100876.0
20101029:1800,29.09,65.25,774.0,876.29,101.0,404.85,2.0,107.0,100787.0
20101029:1900,29.44,59.2,362.0,102.85,296.0,412.65,1.45,88.0,100737.0
20101029:2000,29.21,60.75,427.0,743.63,80.0,404.85,1.59,94.0,100727.0
20101029:2100,28.67,64.25,202.0,569.19,57.0,400.05,1.59,86.0,100707.0
20101029:2200,27.57,71.15,0.0,0.0,0.0,404.65,1.38,70.0,100747.0
20101029:2300,26.34,78.1,0.0,-0.0,0.0,400.85,1.52,60.0,100837.0
20101030:0000,25.27,84.4,0.0,-0.0,0.0,394.25,1.52,48.0,100916.0
20101030:0100,24.47,89.1,0.0,-0.0,0.0,395.65,1.38,37.0,100996.0
20101030:0200,23.97,90.7,0.0,-0.0,0.0,403.25,1.38,17.0,101036.0
20101030:0300,23.6,90.75,0.0,-0.0,0.0,394.05,1.72,351.0,101026.0
20101030:0400,23.6,89.35,0.0,-0.0,0.0,405.05,1.93,348.0,101026.0
20101030:0500,23.01,90.15,0.0,-0.0,0.0,389.6,2.14,348.0,101006.0
20101030:0600,22.9,89.0,0.0,-0.0,0.0,399.05,2.28,344.0,100916.0
20101030:0700,22.78,88.65,0.0,-0.0,0.0,388.2,2.48,332.0,100876.0
20101030:0800,22.67,88.85,0.0,-0.0,0.0,390.4,2.62,339.0,100847.0
20101030:0900,22.49,89.45,0.0,-0.0,0.0,382.4,2.76,342.0,100886.0
20101030:1000,22.42,89.35,0.0,-0.0,0.0,383.2,2.76,339.0,100866.0
20101030:1100,22.5,88.55,35.0,211.16,20.0,384.4,2.83,339.0,100916.0
20101030:1200,23.8,85.15,246.0,603.86,64.0,385.2,2.69,345.0,101016.0
20101030:1300,25.64,79.35,470.0,762.73,84.0,391.4,3.24,352.0,101076.0
20101030:1400,27.04,74.55,660.0,841.86,95.0,401.85,3.72,13.0,101116.0
20101030:1500,27.95,71.2,794.0,881.18,102.0,407.45,3.59,22.0,101106.0
20101030:1600,28.98,67.5,531.0,126.07,425.0,412.45,3.17,26.0,101056.0
20101030:1700,27.8,69.95,850.0,893.39,105.0,415.45,4.34,37.0,101056.0
20101030:1800,26.71,77.1,768.0,871.88,101.0,411.45,3.79,26.0,100936.0
20101030:1900,27.89,71.05,357.0,98.61,294.0,416.25,3.31,11.0,100827.0
20101030:2000,28.23,68.4,108.0,0.0,108.0,402.85,3.38,11.0,100757.0
20101030:2100,27.46,71.4,141.0,178.28,96.0,406.85,3.52,16.0,100787.0
20101030:2200,25.8,78.65,0.0,0.0,0.0,406.65,3.72,18.0,100876.0
20101030:2300,24.93,83.35,0.0,-0.0,0.0,404.25,3.52,8.0,100926.0
20101031:0000,24.41,86.35,0.0,-0.0,0.0,404.05,3.24,358.0,100966.0
20101031:0100,23.96,88.25,0.0,-0.0,0.0,394.05,3.38,3.0,101066.0
20101031:0200,23.4,89.95,0.0,-0.0,0.0,395.65,3.59,359.0,101096.0
20101031:0300,23.21,89.65,0.0,-0.0,0.0,409.85,3.17,348.0,101076.0
20101031:0400,22.98,90.2,0.0,-0.0,0.0,398.65,2.83,348.0,101046.0
20101031:0500,22.9,90.45,0.0,-0.0,0.0,403.05,2.9,344.0,101026.0
20101031:0600,22.8,90.55,0.0,-0.0,0.0,398.45,3.1,338.0,100986.0
20101031:0700,23.0,90.35,0.0,-0.0,0.0,401.05,3.17,341.0,100886.0
20101031:0800,23.01,89.75,0.0,-0.0,0.0,401.05,3.17,344.0,100866.0
20101031:0900,22.8,89.9,0.0,-0.0,0.0,388.0,3.1,345.0,100906.0
20101031:1000,22.76,89.2,0.0,-0.0,0.0,393.65,3.03,344.0,100936.0
20101031:1100,22.8,88.8,34.0,202.56,20.0,392.2,3.03,343.0,100996.0
20101031:1200,23.96,85.9,244.0,601.71,64.0,391.05,2.76,345.0,101096.0
20101031:1300,25.21,83.8,468.0,764.6,83.0,397.25,2.83,10.0,101165.0
20101031:1400,26.04,82.4,658.0,842.38,95.0,416.05,3.03,12.0,101185.0
20101031:1500,27.19,79.05,793.0,883.24,102.0,415.45,3.17,17.0,101185.0
20101031:1600,29.55,68.46,859.0,900.0,105.0,420.2,2.74,32.0,101116.0
20101031:1700,29.04,69.95,850.0,896.67,105.0,418.6,2.79,44.0,101026.0
20101031:1800,28.54,71.44,768.0,875.27,101.0,417.01,2.84,42.0,100906.0
20101031:1900,28.03,72.93,208.0,6.29,204.0,415.41,2.9,52.0,100876.0
20101031:2000,27.53,74.42,421.0,738.98,80.0,413.82,2.95,57.0,100827.0
20101031:2100,27.03,75.91,198.0,567.69,56.0,412.22,3.0,47.0,100896.0
20101031:2200,26.52,77.4,0.0,0.0,0.0,410.63,3.05,20.0,100926.0
20101031:2300,26.02,78.89,0.0,-0.0,0.0,409.03,3.1,356.0,101016.0
20081101:0000,25.51,80.38,0.0,-0.0,0.0,407.44,3.16,345.0,101116.0
20081101:0100,25.01,81.87,0.0,-0.0,0.0,405.85,3.21,347.0,101145.0
20081101:0200,24.51,83.36,0.0,-0.0,0.0,404.25,3.26,346.0,101165.0
20081101:0300,24.0,84.85,0.0,-0.0,0.0,402.66,3.31,345.0,101175.0
20081101:0400,23.5,86.34,0.0,-0.0,0.0,401.06,3.36,344.0,101145.0
20081101:0500,22.99,87.83,0.0,-0.0,0.0,399.47,3.41,343.0,101125.0
20081101:0600,22.49,89.32,0.0,-0.0,0.0,397.87,3.47,344.0,101036.0
20081101:0700,21.99,90.81,0.0,-0.0,0.0,396.28,3.52,343.0,100956.0
20081101:0800,23.08,84.75,0.0,-0.0,0.0,393.8,3.31,343.0,100946.0
20081101:0900,22.92,85.2,0.0,-0.0,0.0,395.85,3.24,342.0,100916.0
20081101:1000,22.79,85.5,0.0,-0.0,0.0,391.05,3.17,340.0,100936.0
20081101:1100,22.67,86.35,32.0,199.46,19.0,386.8,3.1,342.0,101016.0
20081101:1200,23.74,83.9,241.0,597.52,65.0,381.0,2.97,344.0,101066.0
20081101:1300,25.38,78.95,464.0,760.5,85.0,383.0,3.52,353.0,101086.0
20081101:1400,26.88,73.3,653.0,838.98,97.0,390.4,3.79,18.0,101106.0
20081101:1500,27.61,70.5,513.0,158.42,390.0,413.65,3.59,34.0,101106.0
20081101:1600,27.86,71.35,586.0,194.79,424.0,406.45,3.52,46.0,101026.0
20081101:1700,27.93,72.45,641.0,288.56,403.0,422.45,3.24,58.0,100956.0
20081101:1800,27.18,74.7,18.0,0.0,18.0,424.45,2.97,65.0,100847.0
20081101:1900,28.64,70.05,75.0,0.0,75.0,413.25,2.34,63.0,100787.0
20081101:2000,28.43,70.55,415.0,731.66,81.0,415.85,2.21,87.0,100727.0
20081101:2100,26.29,77.55,193.0,553.29,57.0,412.25,2.21,79.0,100817.0
20081101:2200,24.61,88.15,0.0,0.0,0.0,412.25,1.52,46.0,100807.0
20081101:2300,24.12,89.5,0.0,-0.0,0.0,417.45,2.07,7.0,100847.0
20081102:0000,23.8,90.05,0.0,-0.0,0.0,416.85,2.07,358.0,100906.0
20081102:0100,23.42,91.2,0.0,-0.0,0.0,408.25,2.0,359.0,100946.0
20081102:0200,23.11,91.9,0.0,-0.0,0.0,400.25,2.14,345.0,100986.0
20081102:0300,22.95,91.85,0.0,-0.0,0.0,400.65,2.21,343.0,101036.0
20081102:0400,22.78,92.05,0.0,-0.0,0.0,399.65,1.93,346.0,101036.0
20081102:0500,22.63,92.15,0.0,-0.0,0.0,403.65,1.59,350.0,101016.0
20081102:0600,22.33,93.45,0.0,-0.0,0.0,400.85,1.31,346.0,100976.0
20081102:0700,21.76,95.5,0.0,-0.0,0.0,393.45,1.45,339.0,100906.0
20081102:0800,21.68,95.9,0.0,-0.0,0.0,399.05,1.45,342.0,100856.0
20081102:0900,21.64,95.7,0.0,-0.0,0.0,397.45,1.45,343.0,100896.0
20081102:1000,21.61,95.3,0.0,-0.0,0.0,394.45,1.45,342.0,100807.0
20081102:1100,21.48,96.0,14.0,0.0,14.0,394.05,1.45,337.0,100916.0
20081102:1200,22.72,94.65,128.0,54.76,112.0,405.45,1.1,343.0,101006.0
20081102:1300,24.34,90.25,178.0,12.1,172.0,395.65,0.97,3.0,101026.0
